번호,데이터고유번호,기관기업고유번호,기술명칭,도시,직위
587,46362,32438,유리와 탄소섬유의 재활용 기술,"ARNHEM, 네덜란드", 
588,46363,32439,혁신적인 항공기 이착륙 시스템,"Madrid, 스페인", 
589,46364,32441,마이크로 단위에서의 corrugated sample 연구,"Milano, 이탈리아", 
590,46365,32442,환경변화 감시를 위한 온도센서,"London, 영국", 
591,46366,32443,알루미늄과 철 부품과 마그네슘으로의 대체,"Bari, 이탈리아", 
592,46367,32444,화물트럭에 의해 야기되는 교통혼잡 완화 시스템,"Goteborg, 스웨덴", 
593,46368,32445,고품질의 의학용 티타늄 주조기술,"ILIOYPOLIS, 그리스", 
594,46369,32446,핵 반응기의 강도와 응력 모델링,ERLANGEN, 
595,46370,32447,용접 결함 방지를 위한 TOFD 검사 기술,"Villepinte, 프랑스", 
596,46371,32448,새로운 항공기 모니터링 시스템,Amsterdam, 
597,46372,32433,자전거를 이용한 도심 교통정체 완화,"WINCHESTER, 영국", 
598,46373,32449,복잡한 형상의 기계 제품 제조 기술,"Grenchen, 스위스", 
599,46374,32450,저 배출 연소시스템 기술,"Genova, 이탈리아", 
600,46375,32451,강 위의 달리는 수상택시,"Rotterdam, 네덜란드", 
601,46376,32452,자동차에 적용 가능한 새로운 브레이크 시스템,"Igorre,스페인", 
602,46377,32453,먼지 입자 제거 기술,LANGENHAGEN, 
603,46378,32454,전자기장을 이용한 친환경 자동차 개발,NEUHAUSEN AM RHEINFALL, 
604,46379,31794,고온 저비용 stress test,Newcastle upon Tyne., 
605,46380,32455,조선업에서의 접합법 이용,HOEVIK, 
606,46381,32456,소비자 제품의 품질 향상,Eindhoven, 
607,46382,32457,고온에서 전계 효과 트랜지스터의 작용,Cerdanyola del Valles, 
608,46383,32458,배멀미 해결을 위한 연구,Sandefjord, 
609,46384,32459,강력한 실내 자동화 기술,POMEZIA, 
610,46385,32460,저온 조건 세라믹 소결,LJUBLJANA, 
611,46386,32461,고급 여파기를 이용한 이통통신 토대구축,Middx, 
612,46387,32462,나노프로브를 이용한 액체 물질 측정,Bellaterra, 
613,46388,31792,호흡 분석을 통한 새 시대의 광센서,Manchester, 
614,46389,32463,환경친화적 산업용 설비 클리닝 기법,Heusden Zolder., 
615,46390,32464,마이크로 제조를 위한 미니 머신,Glasgow, 
616,46391,32465,플라스마 열적 분사 모니터링,OTTENDORF, 
617,46392,32466,정밀한 동작 인식을 위한 열적외선 센서,BEINASCO, 
618,46393,32467,면직물 코로나 처리법,GUIMARAES, 
619,46394,32468,복합체 탱크 제작을 위한 발달 기법,LEIDSCHENDAM, 
620,46395,32469,나노구조의 코팅을 위한 혁신적 기법,SAINT-ETIENNE CEDEX 2, 
621,46396,32470,구리 유물의 인공시효,Athens, 
622,46397,32470,고분자 공정 첨가제,Zwijndrecht, 
623,46398,32471,광전자공학의 란탄족 화합물,HEVERLEE, 
624,46399,32472,고분자 특성 결정구,LYNGBY, 
625,46400,32473,환경 친화적 연소엔진,MULHOUSE, 
626,46401,32474,복소기하학에서 내구성 있는 구성요소,OTTENDORF, 
627,46402,32475,공정 개선의 효과 측정,SCHWAZ, 
628,46403,32476,고분자특성을 향상시키기 위한 방법,SOPHIA ANTIPOLIS Cedex, 
629,46404,30991,실시간 두께 제어 마그네트론 스퍼터링,Braunschweig, 
630,46405,32477,연마워터젯의 하드코팅 제거,Tampere, 
631,46406,32478,새롭게 개발된 ‘고대’ 구리합금,Monterotondo Stazione Rome, 
632,46407,32479,플라즈마 기술을 이용한 패키징,Mol, 
633,46408,32480,전자패키지 무연 접합 솔루션,Leuven, 
634,46409,31302,실온에서 리튬 고속 이온전도를 나타내는 수소화물의 개발에 성공,미야기현,총장
635,46410,32425,"외경 1.5mm, 두께 0.65mm의 초극소 볼베어링 개발",나가노현,代表取締役 社長執行役員
636,46411,32481,LED나 전자회로의 온도상승을 억제하는 프린트 배선판용 재료 개발,오사카후,代表取締役 取締役社長
637,46412,31158,대용량 니켈 수소전지에 의한 정전압 플로트 충전,도쿄도,取締役社長
638,46413,32482,초소형·고성능의 전압제어 수정발진기,도쿄도,代表取締役社長
639,46473,31506,세계 최박형의 부품내장 프린트 기판,도쿄도,사장
640,46539,32502,카 내비게이션 등을 수중에서 조작할 수 있는 조작기,아이치현,取締役社長
641,46569,31279,땜납이 필요 없는 파워 반도체용 제조기술 개발,도쿄도,代表執行役 社長
642,46588,34526,파일 암호화와 지문인증 기능 탑재한 USB 메모리,나고야시,代表取締役社長
643,46594,34539,미쓰비시 마테리얼 임펙트 미러클 制振 엔드밀,도쿄도,代表取締役社長
644,46595,34540,유방암 검사 맘모그래피 장치,시즈오카현,대표이사 회장 겸 사장
645,46596,31296,고속 메모리 회로동작 시뮬레이션의 세계 최고 클래스 기술개발,가나가와현,이사장
646,46597,31326,기존유저를 수용하면서 광 액세스 네트워크를 10배로 고속화,도쿄도,집행역사장
647,46599,34586,건축 내장용 최박의 박막 폴리오레핀 필림,고베시,代表取締役社長
648,46600,31249,3차원 적층플렉시블 메모리 기술,도쿄도,會長
649,46601,31284,세계 최대용량 세계 최고속도의 불휘발성 RAM의 개발,도쿄도,取締役 代表執行役 社長
650,46602,31239,바이오매스로부터 초경량의 중공 탄소 미립자를 제조,도쿄도,理事長
651,46605,31279,고속이면서 저전력으로 데이터 전송이 가능한 송수신 회로기술,도쿄도,代表執行役 社長
652,46606,31470,40Gbps 광전송 시스템용 CMOS 송신 IC의 개발,가와사키시,代表取締役社長
653,46610,32353,최고 레벨의 고열전도성을 가진 나일론 수지의 개발,도쿄도,取締役會長
654,46611,31239,고효율로 형광을 발하는 바이오 표지용 나노 입자,도쿄도(오사카후 간사이센터 ),이사장
655,46613,32482,GPS용 에너지 절약 기능 탑재의 초소형 수정발진기,도쿄도,代表取締役社長
656,46616,34671,접을 수 있는 화면용 투명필름 개발,도쿄도,代表取締役社長
657,46618,31326,「혼합 파쇄 플라스틱」으로부터 RoHS 지령 대상물질을 고속으로 제거,도쿄도,집행역 사장
658,46621,34540,고속·고해상도 듀얼 에너지 X선 라인 센서 카메라,시즈오카현,대표이사 회장 겸 사장
659,46622,31279,옥내에서의 측위를 실현하는 GPS 송신기의 내장형 모듈,가나가와현,집행역 사장
660,46626,34677,고주파검사 치구용 「중계 커넥터」,도쿄도,代表取締役會長
661,46631,31506,유리와 같은 레벨의 초바리어 필름을 개발,도쿄도,社長
662,46634,34681,고층빌딩용 신게이트 시스템 개발,도쿄도,代表取締役
663,46655,34540,kW급 DFB형 반도체 레이저의 개발에 성공,시즈오카현,대표이사회장 겸 사장
664,46657,34682,신도금 기술개발,도쿄도,代表執行役 執行役社長
665,46660,31248,업계 최박형의 천정 설치형 LED 심리스 베이스 조명을 개발!,교토시,代表取締役社長
666,46676,34671,위조 방지기술 「포지가드」신개발,동경도,代表取締役社長
667,46677,34704,차재 단거리 통신용 커넥터 개발,동경도,代表取締役社長
668,46727,34708,고강도 세라믹 재료의 가공기술 개발,가와사키시,代表取締役社長
669,46728,34709,정보통신·데이터 센터용 대용량 리튬 이온전지 공동개발,도쿄도,代表取締役社長
670,46737,34714,적층 칩간의 데이터 전송 무선방식 「자계결합」,도쿄도,塾長
671,46738,31245,감마선 빔을 이용하여 숨은 동위체의 위치와 형상을 측정,이바라키현, 
672,46740,31249,세계 최고레벨의 앰프효율을 실현한 무선기지국용 송신앰프 개발,도쿄도,회장
673,46741,34717,박형 TV용 반도체 플랫폼을 자사개발,도쿄도,會長 兼 CEO
674,46742,34677,표면실장 타입의 「코일커넥터」개발,도쿄도,代表取締役會長
675,46744,31279,저온으로 광소자를 기판에 접합할 수 있는 무납 박막납땜 기술,요코하마시,집행역 사장
676,46745,34727,EUV 리소그래피용의 신규 저분자 레지스터 재료,도쿄도,代表取締役
677,46746,31254,강유전체로 가변콘덴서 개발 - 소비전력 100분의 1 이하로,도쿄도,학장
678,46747,34728,JPEG 데이터를 취급할 수 있는 화상처리 어플리케이션 프로세서,나가노현,代表取締役社長
679,46754,31253,도전율 높은 「전기를 통하는 플라스틱」 신제법,오사카후,대표취체역사장
680,46755,34539,세계최고의 내열특성을 가진 항공기 엔진용 단조 합금소재의 제조기술,도쿄도,代表取締役社長
681,46756,34738,金錫페이스트를 이용한 극소 디바이스용 박막 형성법(MNS 공법),나가노현,代表取締役
682,46758,34768,승용차용 요소 SCR 시스템 개발,히로시마현,代表取締役社長兼CEO
683,46766,34795,발전효율과 출력에서 세계최고인 가스터빈 개발,도쿄도,取締役社長
684,46767,34796,수소제조 시에 CO2를 분리회수하는 기술을 개발,도쿄도,취체역회장
685,46768,34655,「꺽이지 않는」광회선을 개발,도쿄도,代表取締役 取締役會議長
686,46772,30740,얇기와 투자율을 양립시킨 노이즈 대책용 자성시트 개발,도쿄도,代表取締役
687,46773,31775,소비전력 3분의 1의 광 파이버 케이블 개발,도쿄도,執行役社長
688,46781,34815,차세대 가정용 연료전지,오사카시,代表取締役會長
689,46784,30740,EMI 필터기능 탑재의 BGA칩 바리스터 개발,도쿄도,代表取締役
690,46785,34832,재생 솔루션 소프트웨어,Haifa, 
691,46799,34834,진전된 항혈관형성과 항암효과를 보여줄 TEGAFUR 의 새 전구약물,Haifa, 
692,46800,34834,심폐조직 세포 생성기술과 그 사용,Haifa, 
693,46801,34834,정신분열증 진단을 위한 새로운 기술,Haifa, 
694,46802,34834,염분제거를 위한 획기적인 피막 기술,Haifa, 
695,46804,34834,나노촉매와 흡착제를 이용한 산화 촉매용해법,Haifa, 
696,46805,34834,"수정관 내 혈관종족 세포의 분열, 고립 및 분화법",Haifa, 
697,46806,34834,배아줄기세포로 유도된 내피성장세포,Haifa, 
698,46807,34834,흡연으로 인한 호흡기 손상 방지 기술,Haifa, 
699,46808,34834,하수 오물 연소처리와 그 방식,Haifa, 
700,46811,34834,붕소(Boron)제거 수용액 기술과 나노 흡착제를 통한 재생기술,Haifa, 
701,46812,34834,아셀린(Selenium)수용액 기술과 나노 흡착제 이용 재생기술,Haifa, 
702,46813,34834,전자회동성 섬유의 ADP세포 캡슐화와 아트라진 제거법,Haifa, 
703,46814,34834,단일 세포 진단 기술,Haifa, 
704,46815,34834,인산염 제거 처리과정과 나노소립자를 통한 재생술,Haifa, 
705,46816,34834,전자회동성 섬유의 효소 캠슐화,Haifa, 
706,46817,34834,초음파를 이용한 채내 세포 트렌스펙션(transfection),Haifa, 
707,46826,34834,타액을 통한 암 진단기술,Haifa, 
708,46827,34834,신장손상 및 신장국소출혈 치료를 위한 리사글린과 그 생물학적 활성 유도체,Haifa, 
709,46828,34834,항 염증성 혼합물과 사용,Haifa, 
710,46832,34872,피치계 탄소섬유를 능가하는 높은 열전도율을 가진 탄소섬유,오사카시,取締役社長
711,46833,34873,체내에 삽입 가능한 순티탄 부직포 개발,니가타현,代表取締役社長
712,46835,31056,세계 최고출력 식물 육성용 4원계 적색 LED 소자 개발,도쿄도,代表取締役社長 高橋 恭平
713,46841,31249,차세대 인터페이스 회로기술 개발,도쿄도,회장
714,46843,31248,프린터용 적외 트윈 빔 레이저 다이오드 개발,교토시,代表取締役社長
715,46890,31257,가드타임 없이 고속 광신호의 변환기술 개발,도쿄도,理事長
716,46891,34671,감시카메라 영상을 고압축하는 획기적인 기술개발,도쿄도,代表取締役社長
717,46892,31658,고정밀의 수정 발진자 공동개발,교토후,代表取締役社長
718,46893,34914,고자기 특성 노이즈 억제 시트 개발,나고야시,社長
719,46894,34915,단파장의 형광을 발하는 군청색 형광단백질 개발,홋카이도,교수
720,46895,34916,고효율 빙축열 유닛 시스템 개발,도쿄도,取締役社長
721,46901,31775,하이브리드 전기자동차용 논하로겐 150℃ 내열 전원 하네스,도쿄도,執行役社長
722,46907,34923,하이레이트 전력 디바이스의 전극재료와 그 제법,오이타시,학장
723,46908,34924,에너지절약 타입의 냉각 패널 시스템 개발,오사카시,취체역사장
724,46910,34926,“기포 Soil Cement 柱列壁공법”을 개발,도쿄도,대표취체역사장
725,46912,34930,마이크로파 전력·마이크로파 신호의 비접촉 전송 기술,도쿠시마시,학장
726,46916,34932,"고체 발광성 複素多環系 형광색소의 분자설계, 합성, 기능 특성",고치시,學長
727,46918,31249,문장 데이터로부터 개인의 의견을 추출하는 기술 개발,도쿄도,회장
728,46919,34946,서지 에너지 회생방식으로 초소형 μ서지 억제 유닛 개발,가와사키시,代表取締役社長
729,46920,31257,360도 어느 방향으로부터도 관찰가능한 큐브형 3D 디스플레이 완성,도쿄도,理事長
730,46921,34960,에마르션에 의한 에코 사양 알데히드 축합 화합물의 제조,에히메현,학장
731,46925,34963,반사특성을 대폭으로 향상한 3.5형 액정 디스플레이 모듈,가와사키시,대표취체역집행역원 사장
732,46930,34970,단분자막을 이용한 플라스틱과 금속 도금막의 밀착강도 향상 기술,가가와현,학장
733,46932,34976,레이저 압접법에 의한 이종금속 접합기술의 개발,도쿠시마현,교장
734,46961,34834,Xpath-연합성 XML 데이터베이스 통합 논리언어,Haifa, 
735,46962,34834,가간섭성 고빈도 광선의 개발,Haifa, 
736,46963,34834,낭포세포 연기로 유도된 줄기세포라인의 배양과 사용,Haifa, 
737,46964,34834,마이크로 채널의 조화가능 점탄법,Haifa, 
738,46965,34834,발냄새 방지를 위한 세균 분해제,Haifa, 
739,46966,34834,배아줄기세포 유도 혈관성심근의 조직공학,Haifa, 
740,46967,34834,삼환식 화합물과 그 사용,Haifa, 
741,46968,34834,상호교류식 음악 작곡법,Haifa, 
742,46969,34834,조정가능한 낙하산을 위한 업무관리,Haifa, 
743,46970,34834,청각 입자 집중 장비,Haifa, 
744,46971,34834,초음파를 이용한 세포전달 촉진기술,Haifa, 
745,46972,34834,흡연으로 인한 손상에 효과적인 hydroxocobalamine,Haifa, 
746,46973,35005,"감시 FDA, 이스라엘의 Biocancell의 자궁암 연구 인정",Jerusalem, 
747,46974,34834,PISXAR-신속한 XML 데이터베이스를 위한 디스크 재구조화,Haifa, 
748,46981,35009,아연·알루미늄 擬合金 溶射에 의한 電氣防食工法,도쿄도,代表取締役社長·執行役員社長
749,46982,34932,GM 냉동기의 개조에 의한 절대온도 1K 이하의 극저온의 실현,고치현,學長
750,46984,34960,무수은 살균램프 및 살균장치,에히메현,학장
751,46985,34970,형상기억합금 絲의 미소진동을 이용한 촉각 디스플레이,가가와현,學長
752,46986,35027,HBs 펩티드 융합체 ~다양한 왁신 창생을 위한 소재~,하마마쓰시,학장
753,46987,34834,Virob-자동으로 기어가는 마이크로로봇,Haifa, 
754,46988,32145,HIV전염방지 CD4단백질 모방 화합물,Jerusalem, 
755,46989,32145,폭발성 고민감성 광학 전기화학물적 센서,Jerusalem, 
756,46990,32145,케톤 수소화를 위한 강력한 촉매제,Jerusalem, 
757,46991,34834,세포배양을 이용한 인공 유도삭 실크 제작,Jerusalem, 
758,46999,32145,감시 및 수색을 위한 하늘을 나는 눈 : Hermes 1500,Jerusalem, 
759,47000,35027,악성 뇌종양 치료용의 유전자 발현 벡터세포의 개발,하마마쓰시,학장
760,47001,35060,키토산 고분자 계면활성제를 이용한 화장품 및 기능성 부직포의 개발,시즈오카현,교수
761,47003,35060,시판 PC의 처리속도에서도 영상 흔들림을 리얼타임으로 보정,시즈오카현,교수
762,47004,35060,초고속 읽어내기 가능한 가동 밀러 어레이에 의한 호로그람 메모리 읽기,시즈오카현,준교수
763,47005,35065,톨루엔류의 직접산화로부터 방향족 알데히드류 제조기술,시즈오카현,물질공학과 교수
764,47006,35068,나노 복합입자의 신규제법과 그것을 이용한 복합재의 제조방법,도요하시시,공학부 물질공학계 준교수
765,47007,35060,질소 플라스마를 이용한 질화물 반도체의 용액 성장,시조오카현,준교수
766,47008,35068,의농약품 개발을 지향한 함불소 유기 화합물의 신규 합성법,아이치현,조교
767,47009,35072,반디불이 생물발광을 이용한 다색 발광재료,도쿄도,조교
768,47010,35072,귀여운 캐릭터를 실현하는 물리 시뮬레이션과 메카니즘,도교도,준교수
769,47011,35072,3개의 센서 출력 만을 이용한 고속 고정밀의 배관 탐상장치,도쿄도,준교수
770,47012,35072,실세계 지향형 휴먼 인터페이스,도쿄도,준교수
771,47013,35072,고효율 고신뢰 코그니티브 무선 네트워크,도쿄도,준교수
772,47014,35072,네트워크 경로 제어기술,도쿄도,준교수
773,47015,35072,액정 디스플레이상에서 이용하는 투명 바코드,도쿄도,교수
774,47221,35072,MPEG2/4 압축 데이터로부터의 컷트 점·씬 검출법의 응용,도쿄도,교수
775,47238,35470,감자 잎마름병의 감소 방안,Witzenhausen, 
776,47239,35471,북해 보호를 위한 환경 이론,SWANSEA, 
777,47240,35472,동물의 영양 개선을 위한 리신 경로,AUBIERE, 
778,47241,35473,"과거를 통한 현재, 미래의 기후 예상",BERN,교수
779,47243,35475,에탄올 생산 증대를 위한 새로운 효소,RAJAMAKI,Research Director
780,47244,35476,다량의 수분을 함유한 바이오매스의 효율적인 수소 변환,APELDOORN, 
781,47245,35477,"PV의 오작동, 고장 탐지를 위한 footprint 알고리즘",Freiburg,Project Manager
782,47246,35476,디메틸에테르 연료 시스템에 대한 안전성 평가,DELFT,Research Director
783,47247,35478,EU 컨소시엄의 탄소 저배출 엔진,GOTEBORG, 
784,47248,35479,센서의 배열과 움직임 정보,OSNABRUCK, 
785,47249,35480,남부 유럽의 석호를 관리하기 위한 IT tool,ISPRA,Senior Scientist
786,47250,35481,터치 감각에 대한 모의 실험,Exeter, 
787,47251,35482,마찰이 적고 마모가 덜한 코팅 부품,Herzogenaurach, 
788,47252,35483,새로운 엔지니어링의 해결책을 제시하는 나노 재료,Venlo, 
789,47253,35484,터빈 날개의 성능을 저하시키는 부품 탐지,BRAUNSCHWEIG, 
790,47254,35485,어린이의 목의 모델에 대한 모의 실험,STRASBOURG, 
791,47255,35486,버섯 산업의 폐기물을 줄이는 방안,HORST, 
792,47256,35487,새로운 물질을 이용한 정형외과 수술,CALDAS DAS TAIPAS GUIMARAES,Director of research group
793,47257,35488,가스 센싱에 대한 광학적 해결책,Marseille, 
794,47266,31665,어류에 의한 항체 생산계의 구축과 창약타겟에의 응용,미에현,준교수
795,47269,35490,화학수식 개변 마이크로 RNA-143을 이용한 암치료의 가능성,기후현,교수
796,47295,35493,환경에 좋은 「혁신 단열 발포시트」의 개발,도쿄도,대표이사 사장
797,47300,35495,고정밀도 수정 압력센서 개발,도쿄도,代表取締役社長
798,47307,35496,공기는 통해도 물은 통하지 않는 수지(MICRO VENT) 개발,도쿄도,代表取締役社長
799,47326,35498,금속 수준의 고열전도성과 유연성을 겸비한 방열시트,도쿄도,取締役會長
800,47327,31658,LED 조명의 오픈불량 대책부품 안티휴즈 소자,교토부,代表取締役社長
801,47354,37489,프라즈몬 공명을 이용한 광학식 압력센서와 광제어 전자원,도쿄도,공생과학기술연구원 첨단기계시스템부문 조교
802,47355,37489,실리콘 나노 와이어의 간편하고 고효율인 제조방법,도쿄도,공생과학기술연구원 첨단전기전자부문 준교수
803,47356,37489,부가환화 반응을 이용한 신규 유기 발광재료의 창제,도쿄도,산관학제휴·지적재산센터 교수
804,47360,31302,MRI로 리튬 전지의 내부 촬영,센다이시,교수
805,47361,37489,토양 중의 선충을 간단하고 쉽게 검출하는 유전자 진단방법,도쿄도,첨단생물시스템학부문 준교수
806,47362,37495,액체 사이클론을 이용한 이물분리 시스템의 개발,아키타시,학장
807,47363,37497,선박용 디젤엔진용 「MES 전자 실린더 게이지」 개발,도쿄도,代表取締役會長
808,47364,37510,극한까지 간소화된 아날로그 신호 가산기와 그 응용,아이치현,학장
809,47367,37511,경량이며 고강도인 하니컴 구조수지를 양산,기후시,代表取締役社長
810,47368,37512,차세대 무단변속기 공동개발,시즈오카현,取締役社長
811,47369,37510,기생적 이산 웨이브렛 변환에 의한 이상신호 검출기술,아이치현,학장
812,47378,31056,유기 EL 세계 톱 클래스의 빛 추출효율 40% 달성,동경도,代表取締役社長 高橋 恭平
813,47379,31600,약제에 의한 제어성 T세포의 유도와 그 임상응용의 가능성,치바현,의학연구원 유전자제어학 교수
814,47380,37531,고출력 Li 이온 2차전지 전극재료의 개발,나가사키시,학장
815,47381,31423,배열이용에 유효한 신규 화학 축열재,도쿄도,학장
816,47382,37532,환경 부하가 적은 황적색계 안료의 합성,오카야마시,학장
817,47383,34717,알칼리 버튼형 전지의 무수은화,도쿄도,會長 兼 CEO
818,47386,37534,콘크리트의 수축균열을 유발하는 새로운 줄눈공법의 개발,도쿄도,代表取締役社長
819,47387,35073,희소금속 등 고효율 회수 시스템 개발,가와사키시,이사장
820,47388,31880,레이저광 照射로 유기 절연체를 금속으로 변화시키는 수법 개발,도쿄도,이사장
821,47390,37537,고품질의 알루미늄 합금 주조품을 낳는 신기술 개발,도쿄도,取締役社長
822,47391,31326,플라스틱에도 적용할 수 있는 「하이브리드 나노 코팅」 개발,도쿄도,회장
823,47395,37547,시선에 의한 컴퓨터 입력,사가시,학장
824,47396,37547,바이오매스 폐기물을 이용한 귀금속 회수용 흡착제의 개발,사가시,학장
825,47397,37550,내열성 효모의 고효율 유전자 도입기술과 凝集性株의 育種,야마구치시,학장
826,47398,34960,목질 바이오매스의 다용도 이용을 목표로 한 무연탄화·연소기술의 개발,마쓰야마시,학장
827,47399,31239,리튬 이온 2차 전지용의 코발트를 포함하지 않는 정극재료 개발,도쿄도,이사장
828,47400,37560,Safety Bow를 채용한 충돌시의 안전성이 높은 선박 개발,도쿄도, 
829,47401,34682,자동차부품용 코팅 신기술과 신기재 개발,도쿄도,代表執行役 執行役社長　
830,47410,31239,산화지르코늄 전해질을 이용한 저온 작동형 연료전지 개발,도쿄도,연구원
831,47411,34641,Cu－TSV(Si 관통전극)에 의한 적층 8G 비트 DRAM 개발성공,도쿄도,代表取締役社長兼CEO
832,47419,32353,자동차용 「고성능 VOC 제거 시트」의 개발,도쿄도,取締役會長
833,47420,37544,목질 바이오매스의 효소당화에 있어서의 신규 전처리기술의 개발,나고야시,생명농학연구과 생물권자원학 전공 준교수
834,47421,31913,회전각 속도 의존 신호를 검출할 수 있는 반도체 레이저 쟈이로 칩의 개발,교토부,대표이사 사장
835,47422,31658,저온동작 가능한 접촉 연소식 가스센서의 개발,교토부,代表取締役社長
836,47423,37594,Asymmetric Minimum-Cost MRI Magnet,Stanford, 
837,47424,37594,Facilitating use of Surgical Instrument for Small Openings,Stanford, 
838,47425,37594,Increasing Bone Fracture Resistance,Stanford, 
839,47426,37594,PEM Fuel Cell Assembly,Stanford, 
840,47427,37594,Multi-antenna GPS Receiver Encryption/Authentification System,Stanford, 
841,47428,37594,Integrated Array of Image Sensors,Stanford, 
842,47429,37594,LED Deep UV Source for Charge Management,Stanford, 
843,47430,37594,New High Mobility Organic Semiconductors,Stanford, 
844,47431,30740,희토류의 사용량 억제한 네오디뮴 자석 개발,도쿄도,代表取締役
845,47432,37550,생물 게놈정보 해석수법을 이용한 스팸 메일 필터의 개발,야마구치시,대학정보기구 미디어 기반센터 준교수
846,47433,37550,무릎 관절질환을 진단하기 위한 뼈의 3차원 운동 해석기술의 개발,야마구치시,대학원의학계연구과 응용의공학계전공 준교수
847,47434,34947,자율동작을 지원하여 간병예방이 되는 로봇 시스템,도쿄 하치오지시,시스템 디자인연구과 정보통신 교수
848,47442,37607,고휘도 LED용 리플랙터 재료와 투명 보호필름 개발,도쿄도,代表取締役社長
849,47443,35493,업계최박 유연성을 가진 온디멘드 인쇄가 가능 금속대응 UHF대 IC 태그,도쿄도,代表取締役社長
850,47452,31253,초박형 HIT 태양전지로 최고 레벨의 셀 변환효율 22.8%를 달성,오사카부,대표취체역사장
851,47453,31279,유기용제에 녹는 에폭시 수지 개발,도쿄도,代表執行役 社長
852,47454,31302,신규 고굴절률 나노 콤퍼짓 박막 제작,센다이시,총장
853,47455,31295,High Efficiency Power Amplification Configuration For Portable Wireless Devices,Berkeley, 
854,47463,37641,환경 배려형 데이터 센터의 구축기술 공동개발,도쿄도,代表取締役社長
855,47464,37646,대용량 무선통신장치의 고성능화를 실현,도쿄도,代表取締役會長 兼 社長
856,47465,37651,고속·고정밀 LED 프린트 헤드의 개발에 성공,교토시,代表取締役社長
857,47466,31238,전기를 통하는 나노튜브를 효율적으로 합성하는 신기술,도쿄도,取締役社長
858,47467,31248,산화아연(ZnO)계 재료를 이용한 초소형 고정밀도 자외선 센서,교토시,代表取締役社長
859,47469,35498,고성능 자동차용 디스크 브레이크 패드,도쿄도,取締役會長
860,47470,31416,초미립자 바인다레스 cBN 절삭공구 개발,사이타마현,이사장
861,47478,35497,고기능 폴리 알파 올레핀의 개발,도쿄도,代表取締役社長
862,47479,37659,순 수소형 연료전지를 탑재한 수소 자전거,도쿄도,代表取締役社長
863,47480,37666,철계 폐단면 구조부재에 있어서의 궁극의 초하이텐화 기술,오사카시,代表取締役社長
864,47481,37667,카르노신酸의 혈관신생 억제작용과 피부보호 작용,히로시마시,교육학연구과 문화교육개발 전공 준교수
865,47482,31302,고분자와 무기 나노입자와의 융합에 의한 상반 기능재료의 창제,센다이시,원자분자재료과학고등연구기구 교수
866,47483,31248,산화 아연계 재료를 이용한 초소형 고정밀도 자외선 센서 개발,교토시,代表取締役社長
867,47497,37720,박형·高토르크·고정밀도의 다이렉트 드라이브 모터,도쿄도,代表取締役社長
868,47504,32091,장애물 검출용 「차재 UWB 레이더」의 개발,도쿄도,대표이사 사장
869,47505,37667,충치균·치주병균을 억제하는 유산균을 이용한 요구르트의 개발,히로시마시,의치약학 종합연구과 구강건강과학전공 교수
870,47506,37727,3차원 설계의 기능검증과 제조성 평가를 지원하는 가상력 覺·촉각 시스템,도쿄도,공학부 컴퓨터 응용학과 준교수
871,47507,37727,도전성 재료의 미세가공과 새로운 반사 표시방식 제안,도쿄도,공학부 생명환경화학과 준교수
872,47514,37731,難분해성 트리아진계 농약의 광촉매에 의한 분해 정화법,도쿄도,지구환경과학센터 센터장
873,47515,37731,고속전류 변화대응의 파워 디바이스용 고효율 전원배선,도쿄도,"제휴연구센터 명예교수, 특별고문"
874,47516,37732,「탄소섬유 강화수지」를 활용한 세계최초의 자동차 보디 경량화 기술,아이치현,取締役社長
875,47517,37734,절삭분을 이용한 에코 원심 주조방법의 제안,나고야시,대학원 공학연구과 기능공학 전공 교수
876,47518,31173,태양전지를 지향한 풀러렌 카본 나노튜브 복합재료,교토시,분자공학전공 조교
877,47519,37736,습한 공기·과열 수증기의 고도이용을 위한 습도 센서,오사카시,대학원 공학연구과 기계물리계 전공 강사
878,47530,37744,고화질 Varifocal 렌즈 탑재의 옥내용 미니 돔 카메라,사이타마시,代表取締役社長
879,47531,37752,CG나 로봇을 정보 미디어로 하는 신체적 interaction 기술,효고현 니시노미야시,이공학부 인간시스템공학과 준교수
880,47543,37752,열악한 통신환경에 있어서의 정보공유를 위한 네트워크 제어기술,효고현 니시노미야시,이공학부 정보과학과 준교수
881,47544,31061,비금속 촉매를 이용한 염가이면서 간편한 리빙 래디칼 중합,교토시,화학연구소 조교
882,47547,31666,유한요소법에 의한 시뮬레이션의 고속화,후쿠오카시,대학원 공학연구원 기계공학부문 준교수
883,47557,31666,가용화 카본 나노튜브의 신용도 전개,후쿠오카시,대학원 공학연구원 응용화학 부문 특임준교수
884,47558,37762,리니어 볼 가이드의 마찰력 제어에 의한 고속·고정밀도 위치 결정,후쿠오카시,공학부 기계공학과 교수
885,47559,37762,진공대응의 소형 극미동 XY 박형 스테이지와 AFM에의 응용,후쿠오카시,공학부 기계공학과 준교수
886,47560,37667,바이오 디젤 폐수의 바이오 수소·에탄올 발효처리,히로시마시,대학원 첨단물질과학연구과 분자생명기능과학 특임교수
887,47562,31061,고효율로 고체발광하는 유기 형광재료,교토시,대학원 공학연구과 재료화학 전공 준교수
888,47563,31666,가열불필요로 고감도·고속응답을 가능하게 하는 고분자 박막 알코올 센서,후쿠오카시,대학원 공학연구원 응용화학부문 교수
